GPU Name,Architecture,DirectX,Cache,Manufacturer,Power Consumption,Memory,Bandwidth,Memory Bus,Clock Speed,Memory Type,Notebook_GPU,Pixel Speed,Process,Release Date,Release Price,TMUs,Texture Rate
Radeon HD 8950 (OEM),GCN 1.1 Tahiti PRO2 ,11.2,768,AMD,200,3072 ,3072,384,1250,GDDR5,No,30,28,08/01/2013 ,$0.00,112.0,104
Radeon R9 M265X,GCN 1.1 Venus PRO ,11.2,256,AMD,35,2048 ,2048,128,1000,GDDR5,Yes,10,28,09/01/2014 ,$0.00,40.0,25
Radeon R9 M275 [not released],Venus XT ,11.2,0,AMD,50,2048 ,2048,128,1000,GDDR5,Yes,0,28,09/03/2014 ,$0.00,40.0,0
Radeon R9 M270X,GCN 1.1 Venus XT ,11.2,256,AMD,50,2048 ,2048,128,1000,GDDR5,Yes,12,28,01/06/2014 ,$0.00,48.0,37
Radeon HD 7950 MSI TwinFrozr Boost Edition Crossfire,GCN 1.1 Tahiti PRO2 (x2) ,11.2,768(x2),AMD,0,6144 ,6144,384,1250,GDDR5,No,61,28,10/10/2012 ,$0.00,112.0,215
Radeon R9 260 (OEM),GCN 1.0 Bonaire XT ,11.2,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,18,28,21/12/2013 ,$0.00,56.0,62
FirePro9100,GCN 2.0 Hawaii XT GL ,11.2,1024,AMD,290,16384 ,16384,512,1250,GDDR5,No,60,28,26/03/2014 ,$0.00,176.0,164
FirePro D700,Tahiti XT GL ,11.2,0,AMD,274,3072 ,3072,384,1375,GDDR5,No,27,28,18/01/2014 ,$0.00,128.0,109
Radeon R9 M295X 4GB,Tonga ,11.2,0,AMD,125,4096 ,4096,256,1362,GDDR5,Yes,27,28,23/11/2014 ,$0.00,128.0,109
Radeon R9 M280X [not released],Saturn XT ,11.2,0,AMD,75,2048 ,2048,128,1000,GDDR5,Yes,15,28,01/06/2014 ,$0.00,56.0,52
Iris Pro Graphics 6200 Desktop,Broadwell GT3e ,11.2,512,Intel,65,128 ,128,128,933,eDRAM,No,2,14,02/06/2015 ,$0.00,8.0,9
Radeon R9 280X Sapphire Vapor/X 3GB OC Edition Crossfire,GCN 1.1 Tahiti XTL (x2) ,11.2,768(x2),AMD,500,6144 ,6144,384,1550,GDDR5,No,68,28,08/10/2013 ,$0.00,128.0,274
FirePro D300,Pitcairn XT GL ,11.2,0,AMD,150,2048 ,2048,256,1250,GDDR5,No,25,28,18/01/2014 ,$0.00,80.0,62
GeForce GTX 880M SLI,Kepler GK104 (x2) ,11.2,,Nvidia,200,16384 ,16384,256,1250,GDDR5,Yes,64,28,12/03/2014 ,$0.00,128.0,254
Radeon R7 265 Sapphire Dual/X 2GB Edition Crossfire,Pitcairn PRO ,11.2,,AMD,300,4096 ,4096,256,1400,GDDR5,No,59,28,13/02/2014 ,$0.00,64.0,118
Radeon R7 265 Crossfire,Pitcairn PRO ,11.2,,AMD,300,4096 ,4096,256,1400,GDDR5,No,59,28,13/02/2014 ,$0.00,64.0,118
GeForce GTX 660 Ti Asus Dragon DirectCU II TOP 2GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1525,GDDR5,No,28,28,01/06/2013 ,$0.00,112.0,129
GeForce GTX 660 Ti EVGA FTW Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,27,28,01/10/2012 ,$0.00,112.0,126
GeForce GTX 660 Ti 3/way SLI,Kepler GK104/200/KD/A2 (x3) ,12.0,384(x3),Nvidia,450,6144 ,6144,192,1502,GDDR5,No,71,28,01/08/2012 ,$0.00,112.0,329
GeForce GTX 660 Ti EVGA SC Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,25,28,01/08/2012 ,$0.00,112.0,119
GeForce GTX 660 Palit OC 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1527,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,86
GeForce GTX 660 Ti Direct CU II Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,225,2048 ,2048,192,1502,GDDR5,No,24,28,01/08/2012 ,$0.00,112.0,110
GeForce GTX 660 TiindForce 2X OC Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,27,28,16/08/2012 ,$299.00,112.0,124
GeForce GTX 660 Ti GC 2GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,26,28,01/08/2012 ,$0.00,112.0,121
GeForce GTX 660 Ti Zotac Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,24,28,01/08/2012 ,$0.00,112.0,113
GeForce GTX 660 Twin Frozr OC Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,88
GeForce GTX 660 Twin Frozr Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,83
GeForce GTX 660indForce 2X OC Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,88
GeForce GTX 670 DirectCU II Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,31,28,01/05/2012 ,$0.00,112.0,110
GeForce GTX 660 Twin Frozr OC Edition SLI,Kepler GK106/400/A1 (x2) ,12.0,384(x2),Nvidia,0,4096 ,4096,192,1502,GDDR5,No,53,28,01/09/2012 ,$0.00,80.0,176
GeForce GTX 660 v2,Kepler GK106/450/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,13/09/2014 ,$0.00,80.0,85
GeForce GTX 660 Zotac AMP Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1652,GDDR5,No,27,28,01/09/2012 ,$0.00,80.0,89
GeForce GTX 660 Zotac Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,85
GeForce GTX 660 Zotac Synergy Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,85
GeForce GTX 670,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,31,28,10/05/2012 ,$399.00,112.0,110
GeForce GTX 670 Asus DirectCU II 4GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,4096 ,4096,256,1502,GDDR5,No,31,28,21/08/2012 ,$449.00,112.0,110
GeForce GTX 670 EVGA FTW+ 4GB Edition SLI,Kepler GK104/325/A2 (x2) ,12.0,1024,Nvidia,340,4096 ,4096,512,1502,GDDR5,No,69,28,01/05/2012 ,$0.00,224.0,243
GeForce GTX 670 DirectCU II Mini Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,32,28,01/04/2013 ,$0.00,112.0,113
GeForce GTX 670 DirectCU II OC Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,34,28,01/05/2012 ,$0.00,112.0,118
GeForce GTX 670 EVGA 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,31,28,01/05/2012 ,$0.00,112.0,110
GeForce GTX 670 DirectCU II Top Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,36,28,01/05/2012 ,$0.00,112.0,127
GeForce GTX 660 Ti Zotac AMP Extreme Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1652,GDDR5,No,28,28,01/09/2012 ,$0.00,112.0,132
GeForce GTX 660 Ti Zotac AMP Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1652,GDDR5,No,27,28,01/08/2012 ,$0.00,112.0,124
GeForce GTX 660 Ti Twin Frozr 3GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,3072 ,3072,192,1502,GDDR5,No,25,28,01/08/2012 ,$0.00,112.0,117
GeForce GTX 660 Ti SC+ 3GB w/Backplate,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,3072 ,3072,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,112.0,119
GeForce GTX 650 Ti Boost DirectCU II OC Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,69
GeForce GTX 660 Ti FTW Signature 2 Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,27,28,01/09/2012 ,$0.00,112.0,126
GeForce GTX 660 Ti Gainward Phantom Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1527,GDDR5,No,26,28,01/08/2012 ,$0.00,112.0,121
GeForce GTX 660 Ti Gainward Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,24,28,01/08/2012 ,$0.00,112.0,110
GeForce GTX 660 Ti Gigabyte OC 3GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,3072 ,3072,192,1502,GDDR5,No,27,28,01/08/2012 ,$0.00,112.0,124
GeForce GTX 660 Ti GC 3GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,3072 ,3072,192,1502,GDDR5,No,26,28,01/08/2012 ,$0.00,112.0,121
GeForce GTX 660 Ti GigabyteindForce 2X OC 2GB Edition SLI,Kepler GK104/300/KD/A2 (x2) ,12.0,384(x2),Nvidia,300,4096 ,4096,192,1502,GDDR5,No,53,28,16/08/2012 ,$599.00,112.0,249
GeForce GTX 660 Ti JetStream Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,160,2048 ,2048,192,1527,GDDR5,No,26,28,01/08/2012 ,$0.00,112.0,121
GeForce GTX 660 Ti Direct CU II Top Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,27,28,01/08/2012 ,$0.00,112.0,127
GeForce GTX 660 Ti Inno3D Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,24,28,01/08/2012 ,$0.00,112.0,110
GeForce GTX 660 Ti MSI OC v1 Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,24,28,01/10/2012 ,$0.00,112.0,114
GeForce GTX 660 Ti KFA² EX OC 3GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,3072 ,3072,192,1502,GDDR5,No,26,28,16/08/2012 ,$0.00,112.0,121
GeForce GTX 660 Ti MSI Gaming OC Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,26,28,01/08/2012 ,$0.00,112.0,123
GeForce GTX 660 Ti Power OC Edition SLI,Kepler GK104 ,12.0,256(x2),Nvidia,300,4096 ,4096,192,1502,GDDR5,No,53,28,01/08/2012 ,$0.00,112.0,246
GeForce GTX 660 Ti PNY Edition ,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,24,28,01/08/2012 ,$0.00,112.0,110
GeForce GTX 660 Ti Power Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,190,2048 ,2048,192,1502,GDDR5,No,24,28,01/08/2012 ,$0.00,112.0,110
GeForce GTX 660 Ti Power OC Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/08/2012 ,$0.00,112.0,123
GeForce GTX 660 Ti SLI,Kepler GK104/200/KD/A2 (x2) ,12.0,384(x2),Nvidia,300,4096 ,4096,192,1502,GDDR5,No,47,28,01/08/2012 ,$0.00,112.0,220
GeForce GTX 660 Ti KFA² EX OC 2GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,26,28,16/08/2012 ,$0.00,112.0,121
GeForce GTX 660 Ti,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1502,GDDR5,No,24,28,16/08/2012 ,$299.00,112.0,110
GeForce GTX 650 Ti DirectCU II 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,150,1024 ,1024,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,59
GeForce GTX 660 Ti Colorful iGame ARES X 2GB Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,150,2048 ,2048,192,1702,GDDR5,No,29,28,16/08/2012 ,$349.00,112.0,134
GeForce GTX 660 DA OC 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,85
GeForce GTX 650 Zotac OC 1GB Edition,Kepler GK107/450/A2 ,12.0,256,Nvidia,0,1024 ,1024,128,1250,GDDR5,No,17,28,01/09/2012 ,$0.00,32.0,34
GeForce GTX 650 Ti Zotac AMP! 2GB,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,2048 ,2048,128,1550,GDDR5,No,17,28,01/10/2012 ,$0.00,64.0,66
GeForce GTX 650 Zotac AMP! Edition,Kepler GK107/450/A2 ,12.0,256,Nvidia,0,2048 ,2048,128,1400,GDDR5,No,19,28,01/09/2012 ,$0.00,32.0,38
GeForce GTX 660,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,13/09/2012 ,$229.00,80.0,83
GeForce GTX 650 Ti Zotac Synergy 2GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,110,2048 ,2048,128,1350,GDDR5,No,15,28,10/01/2012 ,$0.00,64.0,59
GeForce GTX 650 Ti Zotac Boost Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,26/03/2013 ,$0.00,64.0,68
GeForce GTX 660 1.5GB (OEM),Kepler GK104/200/KD/A2 ,12.0,384,Nvidia,130,1536 ,1536,192,1400,GDDR5,No,21,28,22/08/2012 ,$0.00,96.0,85
GeForce GTX 660 3GB (OEM),Kepler GK104/200/KD/A2 ,12.0,384,Nvidia,130,3072 ,3072,192,1400,GDDR5,No,21,28,22/08/2012 ,$0.00,96.0,85
GeForce GTX 650 Zotac Synergy 2GB Edition,Kepler GK107/450/A2 ,12.0,256,Nvidia,64,1024 ,1024,128,1250,GDDR5,No,17,28,06/09/2012 ,$0.00,32.0,34
GeForce GTX 660 Direct CU II Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,83
GeForce GTX 660 Direct CU II OC Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,87
GeForce GTX 660 Direct CU II Top Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1527,GDDR5,No,27,28,01/09/2012 ,$0.00,80.0,91
GeForce GTX 650 Ti Zotac 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,60
GeForce GTX 660 EVGA FTW Signature 2 Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,27,28,01/10/2012 ,$0.00,80.0,91
GeForce GTX 660 EVGA OC 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,85
GeForce GTX 660 EVGA SC Signature 2 Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,3072 ,3072,192,1502,GDDR5,No,27,28,01/09/2012 ,$0.00,80.0,89
GeForce GTX 660 Gainward 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,06/09/2012 ,$0.00,80.0,83
GeForce GTX 660 Galaxy GC Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,86
GeForce GTX 660 EVGA SC Signature 2 Edition SLI,Kepler GK106/400/A1 ,12.0,192(x2),Nvidia,280,6144 ,6144,192,1502,GDDR5,No,53,28,01/09/2012 ,$0.00,80.0,178
GeForce GTX 660 EVGA Superclocked Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,27,28,01/09/2012 ,$0.00,80.0,89
GeForce GTX 660 Gigabyte OC 2GB Edition SLI,Kepler GK106/400/A1 (x2) ,12.0,384(x2),Nvidia,260,4096 ,4096,192,1502,GDDR5,No,53,28,01/09/2012 ,$0.00,80.0,176
GeForce GTX 660 Gigabyte OC Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,88
GeForce GTX 660 Gigabyte OC 3GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,3072 ,3072,192,1502,GDDR5,No,26,28,01/09/2012 ,$0.00,80.0,88
GeForce GTX 660 Inno3D Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,80.0,83
GeForce GTX 660 MSI Hawk 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,28,28,01/10/2012 ,$0.00,80.0,92
GeForce GTX 660 Golden Sample Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1527,GDDR5,No,26,28,01/10/2012 ,$0.00,80.0,86
GeForce GTX 670 FTW 2GB Edition SLI,Kepler GK104/325/A2 (x2) ,12.0,512(x2),Nvidia,450,4096 ,4096,256,1552,GDDR5,No,64,28,01/05/2012 ,$0.00,112.0,225
GeForce GTX 660 EVGA FTW Signature 2 3GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,3072 ,3072,192,1502,GDDR5,No,27,28,01/10/2012 ,$0.00,80.0,91
GeForce GTX 650 Ti Zotac 2GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,2048 ,2048,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,60
GeForce GTX 650 Ti Power Edition OC 1GB,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,16,28,01/10/2012 ,$0.00,64.0,64
GeForce GTX 650 Ti MSI TF OC Boost Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,70
GeForce GTX 660 Palit 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,25,28,06/09/2012 ,$0.00,80.0,83
GeForce GTX 650 Ti,Kepler GK106/220/A1 ,12.0,256,Nvidia,110,1024 ,1024,128,1350,GDDR5,No,15,28,09/10/2012 ,$149.00,64.0,59
GeForce GTX 660 MSI Gaming 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/09/2013 ,$0.00,80.0,86
GeForce GTX 660 MSI OC 2GB Edition,Kepler GK106/400/A1 ,12.0,384,Nvidia,0,2048 ,2048,192,1502,GDDR5,No,26,28,01/10/2012 ,$0.00,80.0,86
GeForce GTX 660 SLI,Kepler GK106/400/A1 (x2) ,12.0,384(x2),Nvidia,280,4096 ,4096,192,1502,GDDR5,No,50,28,01/09/2012 ,$0.00,80.0,165
GeForce GTX 650 Ti Boost Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,134,2048 ,2048,192,1502,GDDR5,No,25,28,26/03/2013 ,$169.00,64.0,66
GeForce GTX 650 Ti Asus PH 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,110,1024 ,1024,128,1350,GDDR5,No,15,28,31/10/2013 ,$0.00,64.0,59
GeForce GTX 650 Ti Boost MSI Twin Frozr OC 2GB Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,70
GeForce GTX 650 Ti BoostindForce 2X OC Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,0,1024 ,1024,192,1502,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,70
GeForce GTX 650 Ti Boost MSI OC 2GB Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,69
GeForce GTX 650 Ti Boost Golden Sample Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,0,1024 ,1024,192,1276,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,69
GeForce GTX 650 Ti Boost Palit 1GB Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,134,1024 ,1024,192,1253,GDDR5,No,25,28,26/03/2013 ,$0.00,64.0,66
GeForce GTX 650 Ti DirectCU II TOP 1GB,Kepler GK106/220/A1 ,12.0,256,Nvidia,150,1024 ,1024,128,1350,GDDR5,No,17,28,01/10/2012 ,$0.00,64.0,66
GeForce GTX 650 Ti DirectCU II OC 1GB,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,61
GeForce GTX 650 Ti Boost Palit OC 2GB Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1527,GDDR5,No,26,28,26/03/2013 ,$0.00,64.0,69
GeForce GTX 650 Ti EVGA Boost Superclocked 1GB Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,1024 ,1024,192,1253,GDDR5,No,27,28,26/03/2013 ,$0.00,64.0,73
GeForce GTX 650 Ti DirectCU II OC 2GB,Kepler GK106/220/A1 ,12.0,256,Nvidia,150,2048 ,2048,128,1350,GDDR5,No,16,28,01/10/2012 ,$0.00,64.0,63
GeForce GTX 650 Ti EVGA Boost SC Edition,Kepler GK106/240/A1 ,12.0,384,Nvidia,140,2048 ,2048,192,1502,GDDR5,No,27,28,26/03/2013 ,$0.00,64.0,73
GeForce GTX 650 Ti EVGA SSC 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,110,1024 ,1024,128,1350,GDDR5,No,17,28,01/10/2012 ,$0.00,64.0,69
GeForce GTX 650 Ti Gainward 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,15,28,10/01/2012 ,$0.00,64.0,59
GeForce GTX 650 Ti Galaxy GC Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,100,1024 ,1024,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,62
GeForce GTX 650 Ti Palit 1GB OC Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,100,1024 ,1024,128,1375,GDDR5,No,16,28,01/10/2012 ,$0.00,64.0,64
GeForce GTX 650 Ti Gainward 2GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,110,2048 ,2048,128,1350,GDDR5,No,15,28,10/01/2012 ,$0.00,64.0,59
GeForce GTX 650 Ti EVGA SSC 2GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,2048 ,2048,128,1350,GDDR5,No,17,28,01/10/2012 ,$0.00,64.0,69
GeForce GTX 650 Ti Golden Sample Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1375,GDDR5,No,16,28,01/10/2012 ,$0.00,64.0,64
GeForce GTX 650 TiindForce 2X 2GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,2048 ,2048,128,1350,GDDR5,No,17,28,01/10/2012 ,$0.00,64.0,66
GeForce GTX 650 Ti MSI OC 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,61
GeForce GTX 650 Ti MSI 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,15,28,01/10/2012 ,$0.00,64.0,59
GeForce GTX 650 TiindForce 2X 1GB Edition,Kepler GK106/220/A1 ,12.0,256,Nvidia,0,1024 ,1024,128,1350,GDDR5,No,17,28,01/10/2012 ,$0.00,64.0,66
GeForce GTX 660 Ti Direct CU II OC Edition,Kepler GK104/300/KD/A2 ,12.0,384,Nvidia,225,2048 ,2048,192,1502,GDDR5,No,25,28,01/09/2012 ,$0.00,112.0,118
GeForce GTX 670 FTW 2GB LE Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,33,28,01/05/2012 ,$0.00,112.0,114
GeForce GT 730 v3 Asus 4GB Edition,Fermi GF108/400/A1 ,12.0,256,Nvidia,49,4096 ,4096,128,900,DDR3,No,3,40,18/06/2014 ,$0.00,16.0,11
GeForce GTX 670 Gainward 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,31,28,01/05/2012 ,$0.00,112.0,110
Radeon HD 7750 Sapphire 1GB GDDR5 Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,55,1024 ,1024,128,1125,GDDR5,No,13,28,01/08/2012 ,$0.00,32.0,26
Radeon HD 7750 PowerColor 1GB Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,13,28,01/05/2012 ,$0.00,32.0,26
Radeon HD 7750 PowerColor 4GB DDR3 Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,4096 ,4096,128,800,DDR3,No,13,28,12/12/2012 ,$0.00,32.0,26
Radeon HD 7750 MSI PMD1 OC Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,13,28,01/02/2012 ,$0.00,32.0,27
Radeon HD 7750 MSI PMD 2GB DDR3 Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,2048 ,2048,128,800,DDR3,No,13,28,01/08/2012 ,$0.00,32.0,26
Radeon HD 7750 MSI OC Power Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,14,28,01/05/2012 ,$0.00,32.0,29
Radeon HD 7750 HIS iCooler Dual Fan 1GB Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,55,1024 ,1024,128,1125,GDDR5,No,13,28,15/02/2012 ,$0.00,32.0,26
Radeon HD 7750 MSI OC Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,13,28,01/08/2012 ,$0.00,32.0,27
Radeon HD 7750 Gigabyte 1GB OC Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,14,28,01/02/2012 ,$0.00,32.0,28
