GPU Name,Architecture,DirectX,Cache,Manufacturer,Power Consumption,Memory,Bandwidth,Memory Bus,Clock Speed,Memory Type,Notebook_GPU,Pixel Speed,Process,Release Date,Release Price,TMUs,Texture Rate
Radeon R7 260X v2 PowerColor OC 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,16,28,08/10/2013 ,$0.00,56.0,58
Radeon R7 260X v2 HIS iPower IceQ X² 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,16,28,09/10/2013 ,$0.00,56.0,56
Radeon R7 260X v2 MSI 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,16,28,08/10/2013 ,$0.00,56.0,56
Radeon R7 260X v2 HIS iPower IceQ X² Turbo 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1600,GDDR5,No,17,28,31/10/2013 ,$0.00,56.0,60
Radeon R7 260X v2 MSI OC 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,17,28,08/10/2013 ,$0.00,56.0,59
Radeon R7 260X v2 MSI OC v1 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,17,28,08/10/2013 ,$0.00,56.0,59
Radeon R7 260X v2 MSI OC v2 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,19,28,08/10/2013 ,$0.00,56.0,66
Radeon R7 260X v2 Sapphire iCafe Gaming OC 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,17,28,28/02/2015 ,$99.00,56.0,59
Radeon R7 260X v2 Sapphire OC 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,17,28,20/12/2013 ,$0.00,56.0,59
Radeon R7 260X v2 XFX Core 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1600,GDDR5,No,17,28,08/10/2013 ,$0.00,56.0,60
Radeon R7 260X v2 XFX Core 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1600,GDDR5,No,17,28,08/10/2013 ,$0.00,56.0,60
Radeon R7 260X v3,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,16,28,05/02/2015 ,$0.00,56.0,56
Radeon R7 260X v3 Asus OC 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,17,28,08/10/2013 ,$0.00,56.0,60
Radeon R7 260X v3 MSI OC 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,17,28,05/02/2015 ,$0.00,56.0,59
Radeon R7 260X v3 Gigabyte OC Rev. 3.0 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,19,28,05/02/2015 ,$0.00,56.0,67
Radeon R7 260X v3 PowerColor OC v3 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,16,28,08/10/2013 ,$0.00,56.0,58
Radeon R7 260X v3 PowerColor OC v4 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,16,28,08/10/2013 ,$0.00,56.0,58
Radeon RX 480 XFX RS Hard Swap 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 8GB Crossfire,GCN 1.3 Ellesmere XT (x2) ,12.0,2048(x2),ATI,300,16384 ,16384,256,2000,GDDR5,No,81,14,29/06/2016 ,$458.00,144.0,365
Radeon R7 370 MSI OC 2GB Edition,GCN 1.0 Trinidad PRO ,12.0,1024,AMD,110,2048 ,2048,256,1400,GDDR5,No,33,28,18/06/2015 ,$154.00,64.0,65
Radeon R7 370 Sapphire Dual/X OC 2GB Edition,GCN 1.0 Trinidad PRO ,12.0,1024,AMD,150,2048 ,2048,256,1400,GDDR5,No,33,28,18/06/2015 ,$154.00,64.0,66
GeForce GT 425M,Fermi GF108/N11P/GS/A1 ,12.0,256,Nvidia,23,1024 ,1024,128,800,DDR3,Yes,2,40,03/09/2010 ,$0.00,16.0,9
GeForce GT 435M,Fermi GF108/N11P/GT ,12.0,256,Nvidia,35,1024 ,1024,128,800,DDR3,Yes,3,40,03/09/2010 ,$0.00,16.0,10
GeForce GT 435M v2,Fermi GF106/N11E/GE/A1 ,12.0,256,Nvidia,35,1024 ,1024,128,800,DDR3,Yes,9,40,15/01/2011 ,$0.00,16.0,9
GeForce GTX 460M SLI,Fermi GF106/N11E/GS/A1 (x2) ,12.0,384(x2),Nvidia,100,3072 ,3072,192,625,GDDR5,Yes,32,40,01/09/2010 ,$0.00,32.0,43
GeForce GT 445M,Fermi GF106/N11E/GE/A1 ,12.0,384,Nvidia,35,3072 ,3072,192,800,DDR3,Yes,9,40,03/09/2010 ,$0.00,24.0,14
GeForce GT 445M v2,Fermi GF106/N11E/GE/A1 ,12.0,384,Nvidia,35,1024 ,1024,128,625,GDDR5,Yes,9,40,03/09/2010 ,$0.00,24.0,14
GeForce GTX 470M,Fermi GF104/N11E/GT ,12.0,384,Nvidia,75,1536 ,1536,192,625,GDDR5,Yes,13,40,03/09/2010 ,$0.00,48.0,26
GeForce GTX 470M SLI,Fermi GF104/N11E/GT (x2) ,12.0,384(x2),Nvidia,150,3072 ,3072,192,625,GDDR5,Yes,26,40,01/09/2010 ,$0.00,48.0,51
GeForce GTX 480M SLI,Fermi GF100/N11E/GTX/A3 (x2) ,12.0,512(x2),Nvidia,200,4096 ,4096,256,600,GDDR5,Yes,27,40,01/05/2010 ,$0.00,44.0,37
GeForce GTX 480M,Fermi GF100/N11E/GTX/A3 ,12.0,512,Nvidia,100,2048 ,2048,256,600,GDDR5,Yes,14,40,25/05/2010 ,$0.00,44.0,19
GeForce GTX 485M,Fermi GF104/N12E/GTX/A1 ,12.0,512,Nvidia,100,2048 ,2048,256,750,GDDR5,Yes,18,40,05/01/2011 ,$0.00,64.0,37
GeForce GT 520MX,Fermi GF119 ,12.0,128,Nvidia,20,1024 ,1024,64,900,DDR3,Yes,4,40,30/05/2011 ,$0.00,8.0,7
GeForce GT 520M,Fermi GF119 ,12.0,128,Nvidia,12,1024 ,1024,64,800,DDR3,Yes,3,40,05/01/2011 ,$0.00,8.0,6
GeForce GTX 460M,Fermi GF106/N11E/GS/A1 ,12.0,384,Nvidia,50,1536 ,1536,192,625,GDDR5,Yes,16,40,03/09/2010 ,$0.00,32.0,22
GeForce GT 520M v2,Fermi GF108 ,12.0,256,Nvidia,12,1024 ,1024,64,800,DDR3,Yes,5,40,05/01/2011 ,$0.00,8.0,5
GeForce GT 525M,Fermi GF108 ,12.0,256,Nvidia,23,1024 ,1024,128,900,DDR3,Yes,2,40,05/01/2011 ,$0.00,16.0,10
GeForce GT 550M,Fermi GF108 ,12.0,256,Nvidia,35,1024 ,1024,128,900,DDR3,Yes,3,40,05/01/2011 ,$0.00,16.0,12
GeForce GT 540M 2GB,Fermi GF108 ,12.0,256,Nvidia,35,2048 ,2048,128,900,DDR3,Yes,3,40,01/01/2011 ,$0.00,16.0,11
GeForce GT 555M,Fermi GF106 ,12.0,384,Nvidia,35,1536 ,1536,192,900,DDR3,Yes,9,40,05/01/2011 ,$0.00,24.0,14
GeForce GT 540M,Fermi GF108 ,12.0,256,Nvidia,35,1024 ,1024,128,900,DDR3,Yes,3,40,06/01/2011 ,$0.00,16.0,11
GeForce GT 550M 2GB,Fermi GF108 ,12.0,256,Nvidia,35,2048 ,2048,128,900,DDR3,Yes,3,40,06/01/2011 ,$0.00,16.0,12
GeForce GT 555M v3,Fermi GF116 ,12.0,384,Nvidia,35,2048 ,2048,128,900,DDR3,Yes,11,40,26/03/2012 ,$0.00,24.0,16
GeForce GTX 560M,Fermi GF116 ,12.0,384,Nvidia,75,1536 ,1536,192,625,GDDR5,Yes,19,40,30/05/2011 ,$0.00,32.0,25
GeForce GT 555M v2,Fermi GF108/400/A1 ,12.0,256,Nvidia,35,1024 ,1024,128,784,GDDR5,Yes,3,40,15/06/2011 ,$0.00,16.0,12
GeForce GTX 580M,Fermi GF114 ,12.0,512,Nvidia,100,2048 ,2048,256,750,GDDR5,Yes,20,40,28/06/2011 ,$0.00,64.0,40
GeForce GT 555M 3GB,Fermi GF106 ,12.0,384,Nvidia,35,3072 ,3072,192,900,DDR3,Yes,9,40,05/01/2011 ,$0.00,24.0,14
GeForce GTX 570M,Fermi GF114 ,12.0,512,Nvidia,75,1536 ,1536,192,750,GDDR5,Yes,14,40,28/06/2011 ,$0.00,56.0,32
GeForce GTX 880M 4GB,Kepler GK104 ,12.0,512,Nvidia,122,4096 ,4096,256,1250,GDDR5,Yes,32,28,12/03/2014 ,$0.00,128.0,127
GeForce GT 525M 2GB,Fermi GF108 ,12.0,256,Nvidia,25,2048 ,2048,128,900,DDR3,Yes,2,40,01/01/2011 ,$0.00,16.0,10
GeForce GTX 870M 6GB,Kepler GK104 ,12.0,512,Nvidia,100,6144 ,6144,192,1250,GDDR5,Yes,31,28,12/03/2014 ,$0.00,112.0,108
GeForce 410M,Fermi GF119/N12M/GS ,12.0,128,Nvidia,12,1024 ,1024,64,800,DDR3,Yes,2,40,05/01/2011 ,$0.00,8.0,5
GeForce GT 420M,Fermi GF108/N11P/GE/A1 ,12.0,256,Nvidia,23,512 ,512,128,800,DDR3,Yes,2,40,03/09/2010 ,$0.00,16.0,8
GeForce GT 635M v3,Fermi GF116 ,12.0,384,Nvidia,35,2048 ,2048,128,900,DDR3,Yes,10,40,06/03/2012 ,$0.00,24.0,16
GeForce GT 640M,Kepler GK107 ,12.0,256,Nvidia,32,2048 ,2048,128,900,DDR3,Yes,10,28,22/03/2012 ,$0.00,32.0,20
GeForce GT 650M,Kepler GK107 ,12.0,256,Nvidia,45,1024 ,1024,128,900,DDR3,Yes,14,28,22/03/2012 ,$0.00,32.0,27
GeForce GT 640M LE,Kepler GK107 ,12.0,256,Nvidia,20,1024 ,1024,128,900,DDR3,Yes,8,28,22/03/2012 ,$0.00,32.0,16
GeForce GT 640M LE v2,Fermi GF108 ,12.0,256,Nvidia,32,2048 ,2048,128,785,GDDR5,Yes,3,40,05/05/2012 ,$0.00,16.0,12
GeForce GT 645M,Kepler GK107 ,12.0,256,Nvidia,32,2048 ,2048,128,900,DDR3,Yes,11,28,01/10/2012 ,$0.00,32.0,23
GeForce GT 650M Mac 1GB Edition,Kepler GK107/N13P/GT/W/A2 ,12.0,256,Nvidia,45,1024 ,1024,128,1254,GDDR5,Yes,14,28,12/07/2012 ,$0.00,32.0,29
GeForce GT 650M v2 SLI,Kepler GK107 (x2) ,12.0,256(x2),Nvidia,90,4096 ,4096,128,1000,GDDR5,Yes,24,28,22/03/2012 ,$0.00,32.0,48
GeForce GTX 660M,Kepler GK107/N13E/GE/A2 ,12.0,256,Nvidia,50,2048 ,2048,128,1000,GDDR5,Yes,15,28,22/03/2012 ,$0.00,32.0,30
GeForce GTX 670MX,Kepler GK104/N13E/GR/A2 ,12.0,384,Nvidia,75,3072 ,3072,192,700,GDDR5,Yes,14,28,01/10/2012 ,$0.00,80.0,48
GeForce GTX 670M,Fermi GF114 ,12.0,512,Nvidia,75,1536 ,1536,192,750,GDDR5,Yes,14,40,22/03/2012 ,$0.00,56.0,33
GeForce GTX 860M 2GB,Maxwell GM107/N15P/GX/A1 ,12.0,2048,Nvidia,60,2048 ,2048,128,1253,GDDR5,Yes,18,28,12/03/2014 ,$0.00,40.0,44
GeForce GTX 675M,Fermi GF114 ,12.0,512,Nvidia,100,2048 ,2048,256,750,GDDR5,Yes,20,40,22/03/2012 ,$0.00,64.0,40
GeForce GTX 680MX,Kepler GK104/N13E/GTX2/A2 ,12.0,512,Nvidia,122,2048 ,2048,256,1250,GDDR5,Yes,23,28,23/10/2012 ,$0.00,128.0,92
GeForce GTX 675MX,Kepler GK104/N13E/GSR/A2 ,12.0,512,Nvidia,100,2048 ,2048,256,900,GDDR5,Yes,19,28,01/10/2012 ,$0.00,80.0,48
GeForce GTX 680M,Kepler GK104/N13E/GTX/A2 ,12.0,512,Nvidia,100,4096 ,4096,256,900,GDDR5,Yes,23,28,05/06/2012 ,$0.00,112.0,81
GeForce GTX 675MX Mac Edition,Kepler GK104 ,12.0,512,Nvidia,100,1024 ,1024,256,1250,GDDR5,Yes,23,28,01/04/2013 ,$0.00,112.0,81
GeForce 820M 1GB,Fermi GF117/N15V/GM ,12.0,128,Nvidia,15,1024 ,1024,64,900,DDR3,Yes,8,28,27/11/2013 ,$0.00,16.0,15
GeForce GTX 870M 3GB,Kepler GK104 ,12.0,512,Nvidia,100,3072 ,3072,192,1250,GDDR5,Yes,31,28,12/03/2014 ,$0.00,112.0,108
GeForce GTX 850M 2GB,Maxwell GM107 ,12.0,2048,Nvidia,45,2048 ,2048,128,1000,DDR3,Yes,17,28,12/03/2014 ,$0.00,40.0,43
GeForce 825M 2GB,Kepler GK208 ,12.0,128,Nvidia,33,2048 ,2048,64,900,DDR3,Yes,8,28,27/01/2014 ,$0.00,32.0,30
GeForce 840M 2GB,Maxwell GM108 ,12.0,1024,Nvidia,33,2048 ,2048,64,1001,DDR3,Yes,9,28,12/03/2014 ,$0.00,24.0,27
GeForce 820M 2GB,Fermi GF117/N15V/GM ,12.0,128,Nvidia,15,2048 ,2048,64,900,DDR3,Yes,5,28,27/11/2013 ,$0.00,16.0,10
GeForce 840M 4GB,Maxwell GM108 ,12.0,1024,Nvidia,33,2048 ,2048,64,1001,DDR3,Yes,9,28,12/03/2014 ,$0.00,24.0,27
GeForce GTX 860M 2GB SLI,Maxwell GM107/N15P/GX/A1 (x2) ,12.0,2048(x2),Nvidia,120,4096 ,4096,128,1253,GDDR5,Yes,35,28,12/03/2014 ,$0.00,40.0,88
GeForce GTX 850M 4GB,Maxwell GM107 ,12.0,2048,Nvidia,45,4096 ,4096,128,1000,DDR3,Yes,17,28,12/03/2014 ,$0.00,40.0,43
GeForce GTX 850M v2 2GB,Maxwell GM107 ,12.0,2048,Nvidia,45,2048 ,2048,128,1253,GDDR5,Yes,15,28,12/03/2014 ,$0.00,40.0,37
GeForce GTX 860M 4GB,Maxwell GM107 ,12.0,2048,Nvidia,50,4096 ,4096,128,1250,GDDR5,Yes,18,28,12/03/2014 ,$0.00,40.0,44
GeForce GT 415M,Fermi GF108/N11P/GV ,12.0,128,Nvidia,12,512 ,512,128,800,DDR3,Yes,2,40,03/09/2010 ,$0.00,8.0,4
GeForce GTX 485M SLI,Fermi GF104/N12E/GTX/A1 (x2) ,12.0,512(x2),Nvidia,200,4096 ,4096,256,750,GDDR5,Yes,37,40,01/01/2011 ,$0.00,64.0,74
GeForce GT 635M v2,Fermi GF108 ,12.0,256,Nvidia,33,1024 ,1024,128,900,DDR3,Yes,3,40,22/03/2012 ,$0.00,16.0,11
GeForce GTX 880M 8GB,Kepler GK104 ,12.0,512,Nvidia,122,8192 ,8192,256,1250,GDDR5,Yes,32,28,12/03/2014 ,$0.00,128.0,127
Radeon HD 8550G + HD 8750M Dual,Devastator / 03s PRO ,12.0,4352,AMD,50,2048 ,2048,128,800,DDR3,Yes,12,32,01/08/2013 ,$0.00,40.0,29
Radeon R7 M260X,GCN 1.1 03s XT ,12.0,256,AMD,35,2048 ,2048,128,1000,GDDR5,Yes,6,28,09/01/2014 ,$0.00,24.0,17
Radeon HD 7770M,GCN 1.0 Chelsea XT ,12.0,256,AMD,32,1024 ,1024,128,1000,GDDR5,Yes,11,28,24/04/2012 ,$0.00,32.0,22
Radeon HD 7750M,GCN 1.0 Chelsea PRO ,12.0,256,AMD,28,1024 ,1024,128,1000,GDDR5,Yes,9,28,24/04/2012 ,$0.00,32.0,18
Radeon HD 7730M,GCN 1.0 Chelsea LE ,12.0,256,AMD,25,2048 ,2048,128,900,DDR3,Yes,11,28,23/04/2012 ,$0.00,32.0,22
Radeon HD 7970M Crossfire,GCN 1.0imbledon XT (x2) ,12.0,512(x2),AMD,200,4096 ,4096,256,1200,GDDR5,Yes,54,28,01/05/2012 ,$0.00,80.0,136
Radeon HD 7970M,GCN 1.0imbledon XT ,12.0,512,AMD,100,2048 ,2048,256,1200,GDDR5,Yes,27,28,01/05/2012 ,$0.00,80.0,68
Radeon HD 7770M 2GB,GCN 1.0 Chelsea XT ,12.0,256,AMD,32,2048 ,2048,128,1000,GDDR5,Yes,11,28,24/04/2012 ,$0.00,32.0,22
Radeon HD 7870M,GCN 1.0 Heathrow XT ,12.0,256,AMD,45,2048 ,2048,128,1000,GDDR5,Yes,13,28,24/04/2012 ,$0.00,40.0,32
Radeon HD 7850M,GCN 1.0 Heathrow Pro ,12.0,256,AMD,40,2048 ,2048,128,1000,GDDR5,Yes,11,28,24/04/2012 ,$0.00,40.0,27
Radeon HD 7950M [not released],GCN 1.0imbledon PRO ,12.0,512,AMD,75,2048 ,2048,256,1000,GDDR5,Yes,22,28,01/05/2012 ,$0.00,8.0,6
Radeon HD 8670M 2GB,GCN 1.1 03s XT ,12.0,256,AMD,0,2048 ,2048,64,900,DDR3,Yes,7,28,01/03/2013 ,$0.00,24.0,20
Radeon HD 8570M,GCN 1.1 Sun PRO ,12.0,256,AMD,0,1024 ,1024,64,1125,GDDR5,Yes,22,28,01/01/2013 ,$0.00,24.0,17
Radeon HD 8670M,GCN 1.1 03s XT ,12.0,256,AMD,0,1024 ,1024,64,900,DDR3,Yes,7,28,01/03/2013 ,$0.00,24.0,20
Radeon R7 M265,GCN 1.1 03s XT ,12.0,256,AMD,35,2048 ,2048,128,1000,DDR3,Yes,7,28,09/01/2014 ,$0.00,24.0,20
Radeon HD 8750M v2,GCN 1.1 03s PRO ,12.0,256,AMD,20,2048 ,2048,128,900,DDR3,Yes,7,28,26/02/2013 ,$0.00,24.0,20
Radeon HD 8690M,GCN 1.1 03s XT ,12.0,256,AMD,0,1024 ,1024,64,1125,GDDR5,Yes,7,28,01/01/2013 ,$0.00,24.0,20
Radeon HD 8750M,GCN 1.1 03s PRO ,12.0,256,AMD,20,2048 ,2048,128,1000,GDDR5,Yes,6,28,26/02/2013 ,$0.00,24.0,19
Radeon HD 8770M,GCN 1.1 03s XT ,12.0,256,AMD,20,2048 ,2048,128,1125,GDDR5,Yes,7,28,01/04/2013 ,$0.00,24.0,20
Radeon HD 8790M,GCN 1.1 03s XTX ,12.0,256,AMD,35,2048 ,2048,128,1000,GDDR5,Yes,7,28,01/04/2013 ,$0.00,24.0,22
Radeon HD 8970M,GCN 1.1 Neptune XT ,12.0,512,AMD,100,2048 ,2048,256,1200,GDDR5,Yes,29,28,14/05/2013 ,$0.00,80.0,72
Radeon HD 8970M Crossfire,GCN 1.1 Neptune XT (x2) ,12.0,512(x2),AMD,200,4096 ,4096,256,1200,GDDR5,Yes,58,28,01/05/2013 ,$0.00,80.0,144
Radeon R9 M290X,GCN 1.1 Neptune XT ,12.0,512,AMD,100,4096 ,4096,256,1200,GDDR5,Yes,29,28,09/01/2014 ,$0.00,80.0,72
Radeon R9 M290X Crossfire,GCN 1.1 Neptune XT (x2) ,12.0,512(x2),AMD,200,4096 ,4096,256,1200,GDDR5,Yes,58,28,01/01/2014 ,$0.00,80.0,144
Radeon R9 M390X 4GB,GCN 1.1 Neptune XT ,12.0,512,AMD,100,4096 ,4096,256,1250,GDDR5,Yes,30,28,09/06/2015 ,$0.00,80.0,76
Radeon R9 M485X 4GB,GCN 1.2 Amethyst XT ,12.0,768,AMD,125,4096 ,4096,256,1250,GDDR5,Yes,23,28,13/05/2016 ,$0.00,128.0,93
Radeon R9 M390 4GB,GCN 1.1 Neptune XT ,12.0,512,AMD,100,4096 ,4096,256,1200,GDDR5,Yes,29,28,09/06/2015 ,$0.00,80.0,72
Radeon R9 M395X 4GB,GCN 1.2 Amethyst XT ,12.0,768,AMD,125,4096 ,4096,256,1250,GDDR5,Yes,23,28,09/06/2015 ,$0.00,128.0,93
Iris Pro Graphics 6200 Mobile,Broadwell GT3/E ,12.0,1024,Intel,47,128 ,128,128,933,DDR3,Yes,2,14,02/06/2015 ,$0.00,8.0,9
Radeon HD 8730M,GCN 1.1 03s LE ,12.0,256,AMD,15,1024 ,1024,128,1000,DDR3,Yes,6,28,01/04/2013 ,$0.00,24.0,17
Radeon R7 M260,GCN 1.1 Topaz XT ,12.0,256,AMD,35,2048 ,2048,64,1000,DDR3,Yes,8,28,11/06/2014 ,$0.00,24.0,24
Radeon R7 M260 v2,GCN 1.1 03s PRO ,12.0,256,AMD,35,4096 ,4096,128,900,DDR3,Yes,6,28,09/01/2014 ,$0.00,24.0,17
Radeon R7 M270,GCN 1.1 Opal XT ,12.0,256,AMD,30,4096 ,4096,128,1000,DDR3,Yes,7,28,09/01/2014 ,$0.00,24.0,20
Radeon R8 M365DX,GCN 1.1 ,12.0,0,AMD,85,2048 ,2048,192,1800,DDR3,Yes,18,28,03/06/2015 ,$0.00,48.0,54
Quadro 2000M,Fermi GF106/N12P/Q3 ,12.0,256,Nvidia,55,2048 ,2048,128,900,DDR3,Yes,9,40,13/01/2011 ,$0.00,32.0,18
Quadro K1000M,Kepler GK107 ,12.0,256,Nvidia,45,2048 ,2048,128,900,DDR3,Yes,14,28,01/06/2012 ,$0.00,16.0,14
Quadro K3100M,Kepler GK104 ,12.0,512,Nvidia,75,4096 ,4096,256,800,GDDR5,Yes,23,28,23/07/2013 ,$0.00,64.0,45
Quadro K1100M,Kepler GK107 ,12.0,256,Nvidia,45,2048 ,2048,128,700,GDDR5,Yes,11,28,23/07/2013 ,$0.00,32.0,23
Quadro K5000M,Kepler GK104 ,12.0,512,Nvidia,100,4096 ,4096,256,750,GDDR5,Yes,19,28,01/08/2012 ,$0.00,112.0,67
Quadro K4000M,Kepler GK104 ,12.0,512,Nvidia,100,4096 ,4096,256,700,GDDR5,Yes,19,28,01/06/2012 ,$0.00,80.0,48
Quadro K5100M,Kepler GK104 ,12.0,512,Nvidia,100,8192 ,8192,256,902,GDDR5,Yes,25,28,23/07/2013 ,$0.00,128.0,99
Quadro K610M,Kepler GK208 ,12.0,128,Nvidia,30,1024 ,1024,64,650,GDDR5,Yes,8,28,23/07/2013 ,$0.00,16.0,16
Radeon R5 M335 4GB,GCN 1.1 Exo XT ,12.0,256,AMD,25,4096 ,4096,64,1100,DDR3,Yes,9,28,21/10/2015 ,$0.00,20.0,21
Radeon R9 M470X 4GB,GCN 1.1 Saturn XT ,12.0,512,AMD,75,4096 ,4096,128,1500,GDDR5,Yes,18,28,13/05/2016 ,$0.00,56.0,62
Radeon R9 M470 4GB,GCN 1.1 Saturn PRO ,12.0,512,AMD,75,4096 ,4096,128,1375,GDDR5,Yes,16,28,13/05/2016 ,$0.00,56.0,56
Radeon R5 M330 4GB,GCN 1.1 Sun PRO ,12.0,256,AMD,25,4096 ,4096,64,1000,DDR3,Yes,8,28,05/05/2015 ,$0.00,20.0,21
Radeon R5 M320 2GB,GCN 1.1 Jet PRO ,12.0,256,AMD,20,2048 ,2048,64,1000,DDR3,Yes,7,28,05/05/2015 ,$0.00,20.0,17
Radeon R5 M330 2GB,GCN 1.1 Sun PRO ,12.0,256,AMD,25,2048 ,2048,64,1000,DDR3,Yes,8,28,05/05/2015 ,$0.00,20.0,21
Radeon R5 M335 2GB,GCN 1.1 Exo XT ,12.0,256,AMD,25,2048 ,2048,64,1100,DDR3,Yes,9,28,21/10/2015 ,$0.00,20.0,21
Radeon R7 M360 4GB,GCN 1.1 03s XT ,12.0,256,AMD,50,4096 ,4096,64,1100,DDR3,Yes,8,28,05/05/2015 ,$0.00,24.0,24
Radeon R7 M360 2GB,GCN 1.1 03s XT ,12.0,256,AMD,50,2048 ,2048,64,1100,DDR3,Yes,8,28,05/05/2015 ,$0.00,24.0,24
Radeon R9 M375 2GB,GCN 1.0 Venus XTX ,12.0,256,AMD,75,2048 ,2048,128,1100,DDR3,Yes,16,28,05/05/2015 ,$0.00,40.0,41
Radeon R7 M340 2GB,GCN 1.1 Meso PRO ,12.0,256,AMD,25,2048 ,2048,64,1000,DDR3,Yes,8,28,05/05/2015 ,$0.00,20.0,20
Radeon R9 M365X 4GB,GCN 1.0 Venus PRO ,12.0,256,AMD,50,4096 ,4096,128,1000,GDDR5,Yes,10,28,09/06/2015 ,$0.00,40.0,25
Radeon R9 M360 4GB,GCN 1.0 ???? ,12.0,0,AMD,50,4096 ,4096,128,1000,GDDR5,Yes,15,28,09/06/2015 ,$0.00,32.0,30
Radeon R9 M375X 4GB,GCN 1.0 Venus XTX ,12.0,256,AMD,75,4096 ,4096,128,1125,GDDR5,Yes,15,28,09/06/2015 ,$0.00,40.0,37
Radeon R9 M385X 4GB,GCN 1.1 Saturn XT ,12.0,512,AMD,75,4096 ,4096,128,1500,GDDR5,Yes,18,28,09/06/2015 ,$0.00,56.0,62
Radeon R9 M380 4GB,GCN 1.2 Strato PRO ,12.0,512,AMD,75,4096 ,4096,128,1500,GDDR5,Yes,16,28,09/06/2015 ,$0.00,48.0,48
Radeon R9 M385 4GB,GCN 1.1 Saturn PRO ,12.0,512,AMD,75,4096 ,4096,128,1375,GDDR5,Yes,16,28,09/06/2015 ,$0.00,56.0,56
Radeon R5 M240,GCN 1.1 Jet XT ,12.0,256,AMD,0,2048 ,2048,64,1000,DDR3,Yes,8,28,18/09/2014 ,$0.00,24.0,25
Radeon R5 M230,GCN 1.1 Sun LE ,12.0,256,AMD,20,4096 ,4096,64,1000,DDR3,Yes,7,28,01/01/2014 ,$0.00,20.0,17
Radeon R5 M255,GCN 1.1 Sun PRO ,12.0,256,AMD,20,4096 ,4096,64,1000,DDR3,Yes,8,28,12/10/2014 ,$0.00,20.0,19
FirePro4170M,GCN 1.1 03s XTX ,12.0,256,AMD,50,2048 ,2048,128,1125,GDDR5,Yes,7,28,28/04/2014 ,$0.00,24.0,22
GeForce GT 630M,Fermi GF108 ,12.0,256,Nvidia,33,1024 ,1024,128,900,DDR3,Yes,3,40,22/03/2012 ,$0.00,16.0,11
GeForce GT 625M,Fermi GF117 ,12.0,128,Nvidia,15,2048 ,2048,64,900,DDR3,Yes,3,28,01/10/2012 ,$0.00,16.0,10
GeForce GT 620M v2,Fermi GF108 ,12.0,256,Nvidia,25,1024 ,1024,128,900,DDR3,Yes,3,40,23/08/2012 ,$0.00,16.0,11
Radeon R9 390,GCN 1.1 Grenada PRO ,12.0,1024,AMD,275,8192 ,8192,512,1500,GDDR5,No,64,28,18/06/2015 ,$329.00,160.0,160
Radeon R9 380X XFX Double Dissipation XXX OC 4GB Edition,GCN 1.2 Antigua XT ,12.0,768,AMD,190,4096 ,4096,256,1425,GDDR5,No,32,28,19/11/2015 ,$229.99,128.0,127
Radeon R9 390 Gigabyte G1 Gaming 8GB Edition Crossfire,GCN 1.1 Grenada PRO (x2) ,12.0,1024(x2),AMD,550,16384 ,16384,512,1500,GDDR5,No,131,28,18/06/2015 ,$658.00,160.0,328
Radeon R9 380X XFX Double Dissipation Black OC 4GB Edition,GCN 1.2 Antigua XT ,12.0,768,AMD,225,4096 ,4096,256,1450,GDDR5,No,33,28,19/11/2015 ,$289.99,128.0,132
Radeon R9 390 Asus DirectCU III OC Strix Gaming 8GB Edition,GCN 1.1 Grenada PRO ,12.0,1024,AMD,300,8192 ,8192,512,1500,GDDR5,No,67,28,18/06/2015 ,$0.00,160.0,168
